timestamp,cam,cam_frame,class,confidence,count_this_frame
2026-05-20 23:50:54,cam-e,23,car,0.490,3
2026-05-20 23:50:54,cam-e,23,bicycle,0.385,1
2026-05-20 23:50:54,cam-c,24,car,0.732,7
2026-05-20 23:50:54,cam-c,24,truck,0.662,1
2026-05-20 23:50:54,cam-c,24,potted plant,0.365,1
2026-05-20 23:50:54,cam-c,24,person,0.257,1
2026-05-20 23:50:54,cam-e,24,car,0.477,3
2026-05-20 23:50:54,cam-d,24,car,0.876,6
2026-05-20 23:50:54,cam-d,24,umbrella,0.545,1
2026-05-20 23:50:54,cam-b,42,car,0.847,2
2026-05-20 23:50:54,cam-b,42,umbrella,0.750,1
2026-05-20 23:50:54,cam-a,42,car,0.560,2
2026-05-20 23:50:54,cam-d,25,car,0.819,6
2026-05-20 23:50:54,cam-d,25,umbrella,0.365,1
2026-05-20 23:50:54,cam-c,25,car,0.739,7
2026-05-20 23:50:54,cam-c,25,truck,0.551,1
2026-05-20 23:50:54,cam-c,25,potted plant,0.263,1
2026-05-20 23:50:54,cam-e,25,car,0.475,3
2026-05-20 23:50:54,cam-b,43,car,0.787,2
2026-05-20 23:50:54,cam-b,43,umbrella,0.698,1
2026-05-20 23:50:54,cam-a,43,car,0.574,2
2026-05-20 23:50:54,cam-c,26,car,0.732,7
2026-05-20 23:50:54,cam-c,26,truck,0.641,1
2026-05-20 23:50:54,cam-e,26,car,0.490,3
2026-05-20 23:50:54,cam-d,26,car,0.768,4
2026-05-20 23:50:54,cam-d,26,umbrella,0.506,1
2026-05-20 23:50:54,cam-a,44,car,0.576,3
2026-05-20 23:50:54,cam-b,44,car,0.855,3
2026-05-20 23:50:54,cam-b,44,umbrella,0.748,1
2026-05-20 23:50:55,cam-c,27,car,0.734,8
2026-05-20 23:50:55,cam-c,27,truck,0.539,1
2026-05-20 23:50:55,cam-c,27,potted plant,0.326,1
2026-05-20 23:50:55,cam-c,27,person,0.272,1
2026-05-20 23:50:55,cam-d,27,car,0.691,6
2026-05-20 23:50:55,cam-d,27,umbrella,0.598,1
2026-05-20 23:50:55,cam-a,45,car,0.574,2
2026-05-20 23:50:55,cam-b,45,car,0.833,4
2026-05-20 23:50:55,cam-b,45,umbrella,0.723,1
2026-05-20 23:50:55,cam-e,27,car,0.496,3
2026-05-20 23:50:55,cam-c,28,car,0.739,6
2026-05-20 23:50:55,cam-c,28,truck,0.683,1
2026-05-20 23:50:55,cam-c,28,potted plant,0.329,1
2026-05-20 23:50:55,cam-c,28,person,0.250,1
2026-05-20 23:50:55,cam-e,28,car,0.514,3
2026-05-20 23:50:55,cam-d,28,car,0.669,4
2026-05-20 23:50:55,cam-d,28,umbrella,0.602,1
2026-05-20 23:50:55,cam-d,28,truck,0.252,1
2026-05-20 23:50:55,cam-b,46,car,0.836,3
2026-05-20 23:50:55,cam-b,46,umbrella,0.710,1
2026-05-20 23:50:55,cam-a,46,car,0.576,3
2026-05-20 23:50:55,cam-d,29,car,0.768,4
2026-05-20 23:50:55,cam-d,29,umbrella,0.285,1
2026-05-20 23:50:55,cam-d,29,truck,0.261,1
2026-05-20 23:50:55,cam-e,29,car,0.523,3
2026-05-20 23:50:55,cam-c,29,car,0.745,6
2026-05-20 23:50:55,cam-c,29,truck,0.582,1
2026-05-20 23:50:55,cam-c,29,potted plant,0.345,1
2026-05-20 23:50:55,cam-c,29,person,0.269,1
2026-05-20 23:50:55,cam-b,47,car,0.823,1
2026-05-20 23:50:55,cam-b,47,umbrella,0.643,1
2026-05-20 23:50:55,cam-b,47,truck,0.292,1
2026-05-20 23:50:55,cam-a,47,car,0.547,2
2026-05-20 23:50:56,cam-e,30,car,0.523,3
2026-05-20 23:50:56,cam-d,30,car,0.745,3
2026-05-20 23:50:56,cam-d,30,umbrella,0.347,1
2026-05-20 23:50:56,cam-c,30,car,0.729,8
2026-05-20 23:50:56,cam-c,30,truck,0.644,1
2026-05-20 23:50:56,cam-c,30,potted plant,0.301,1
2026-05-20 23:50:56,cam-a,48,car,0.568,2
2026-05-20 23:50:56,cam-e,31,car,0.533,3
2026-05-20 23:50:56,cam-d,31,car,0.745,2
2026-05-20 23:50:56,cam-d,31,umbrella,0.492,1
2026-05-20 23:50:56,cam-c,31,truck,0.777,1
2026-05-20 23:50:56,cam-c,31,car,0.750,7
2026-05-20 23:50:56,cam-c,31,potted plant,0.324,1
2026-05-20 23:50:56,cam-a,49,person,0.701,1
2026-05-20 23:50:56,cam-a,49,car,0.621,3
2026-05-20 23:50:56,cam-c,32,truck,0.772,1
2026-05-20 23:50:56,cam-c,32,car,0.759,8
2026-05-20 23:50:56,cam-c,32,potted plant,0.276,1
2026-05-20 23:50:56,cam-a,50,person,0.699,1
2026-05-20 23:50:56,cam-a,50,car,0.619,3
2026-05-20 23:50:56,cam-e,32,car,0.529,3
2026-05-20 23:50:56,cam-d,32,car,0.797,2
2026-05-20 23:50:56,cam-d,32,umbrella,0.596,1
2026-05-20 23:50:56,cam-b,48,umbrella,0.776,1
2026-05-20 23:50:56,cam-b,48,car,0.557,1
2026-05-20 23:50:56,cam-e,33,car,0.510,3
2026-05-20 23:50:56,cam-d,33,car,0.839,2
2026-05-20 23:50:56,cam-d,33,umbrella,0.617,1
2026-05-20 23:50:56,cam-c,33,car,0.807,8
2026-05-20 23:50:56,cam-c,33,truck,0.802,1
2026-05-20 23:50:56,cam-c,33,potted plant,0.365,1
2026-05-20 23:50:56,cam-a,51,person,0.699,1
2026-05-20 23:50:56,cam-a,51,car,0.619,3
2026-05-20 23:50:57,cam-b,49,umbrella,0.764,1
2026-05-20 23:50:57,cam-b,49,car,0.406,1
2026-05-20 23:50:57,cam-e,34,car,0.510,3
2026-05-20 23:50:57,cam-d,34,car,0.895,2
2026-05-20 23:50:57,cam-d,34,umbrella,0.580,1
2026-05-20 23:50:57,cam-c,34,car,0.844,8
2026-05-20 23:50:57,cam-c,34,truck,0.662,1
2026-05-20 23:50:57,cam-a,52,person,0.699,1
2026-05-20 23:50:57,cam-a,52,car,0.619,3
2026-05-20 23:50:57,cam-b,50,umbrella,0.746,1
2026-05-20 23:50:57,cam-e,35,car,0.531,3
2026-05-20 23:50:57,cam-d,35,car,0.879,2
2026-05-20 23:50:57,cam-d,35,umbrella,0.541,1
2026-05-20 23:50:57,cam-c,35,car,0.831,8
2026-05-20 23:50:57,cam-c,35,truck,0.774,1
2026-05-20 23:50:57,cam-c,35,potted plant,0.374,1
2026-05-20 23:50:57,cam-a,53,person,0.699,1
2026-05-20 23:50:57,cam-a,53,car,0.619,3
2026-05-20 23:50:57,cam-b,51,umbrella,0.761,1
2026-05-20 23:50:57,cam-b,51,car,0.490,1
2026-05-20 23:50:57,cam-c,36,car,0.850,8
2026-05-20 23:50:57,cam-c,36,truck,0.774,1
2026-05-20 23:50:57,cam-c,36,potted plant,0.358,1
2026-05-20 23:50:57,cam-a,54,person,0.699,1
2026-05-20 23:50:57,cam-a,54,car,0.619,3
2026-05-20 23:50:57,cam-e,36,car,0.545,3
2026-05-20 23:50:57,cam-d,36,car,0.902,2
2026-05-20 23:50:57,cam-d,36,umbrella,0.411,1
2026-05-20 23:50:57,cam-b,52,umbrella,0.766,1
2026-05-20 23:50:57,cam-b,52,car,0.585,1
2026-05-20 23:50:57,cam-e,37,car,0.533,3
2026-05-20 23:50:57,cam-a,55,person,0.699,1
2026-05-20 23:50:57,cam-a,55,car,0.619,3
2026-05-20 23:50:57,cam-d,37,car,0.870,2
2026-05-20 23:50:57,cam-d,37,umbrella,0.379,1
2026-05-20 23:50:57,cam-d,37,person,0.358,1
2026-05-20 23:50:57,cam-c,37,car,0.841,9
2026-05-20 23:50:57,cam-c,37,truck,0.774,1
2026-05-20 23:50:58,cam-b,53,car,0.802,2
2026-05-20 23:50:58,cam-b,53,umbrella,0.776,1
2026-05-20 23:50:58,cam-e,38,car,0.488,3
2026-05-20 23:50:58,cam-d,38,car,0.855,2
2026-05-20 23:50:58,cam-d,38,umbrella,0.459,1
2026-05-20 23:50:58,cam-a,56,person,0.699,1
2026-05-20 23:50:58,cam-a,56,car,0.619,3
2026-05-20 23:50:58,cam-c,38,car,0.875,9
2026-05-20 23:50:58,cam-c,38,truck,0.762,1
2026-05-20 23:50:58,cam-c,38,potted plant,0.296,1
2026-05-20 23:50:58,cam-d,39,car,0.832,2
2026-05-20 23:50:58,cam-d,39,umbrella,0.504,1
2026-05-20 23:50:58,cam-c,39,car,0.864,9
2026-05-20 23:50:58,cam-c,39,truck,0.831,1
2026-05-20 23:50:58,cam-c,39,potted plant,0.381,1
2026-05-20 23:50:58,cam-b,54,umbrella,0.779,1
2026-05-20 23:50:58,cam-b,54,car,0.773,1
2026-05-20 23:50:58,cam-e,39,car,0.504,3
2026-05-20 23:50:58,cam-a,57,person,0.699,1
2026-05-20 23:50:58,cam-a,57,car,0.619,3
2026-05-20 23:50:58,cam-a,58,person,0.699,1
2026-05-20 23:50:58,cam-a,58,car,0.619,3
2026-05-20 23:50:58,cam-c,40,car,0.866,9
2026-05-20 23:50:58,cam-c,40,truck,0.851,1
2026-05-20 23:50:58,cam-c,40,potted plant,0.368,1
2026-05-20 23:50:58,cam-e,40,car,0.518,3
2026-05-20 23:50:58,cam-d,40,car,0.848,3
2026-05-20 23:50:58,cam-d,40,umbrella,0.506,1
2026-05-20 23:50:58,cam-b,55,umbrella,0.788,1
2026-05-20 23:50:58,cam-b,55,car,0.723,1
2026-05-20 23:50:58,cam-b,56,umbrella,0.781,1
2026-05-20 23:50:58,cam-b,56,car,0.739,1
2026-05-20 23:50:58,cam-e,41,car,0.508,3
2026-05-20 23:50:58,cam-a,59,person,0.699,1
2026-05-20 23:50:58,cam-a,59,car,0.619,3
2026-05-20 23:50:58,cam-d,41,car,0.840,6
2026-05-20 23:50:58,cam-d,41,umbrella,0.498,1
